obtuvo_credito,numero_parcelas,superficie_total_ha,porcentaje_produccion_venta,anios_actividad,edad,participa_toma_decisiones,pertenece_asociacion,usa_maquinaria,usa_semilla_certificada,tiene_certificacion_calidad,tiene_seguro_agropecuario,recibio_asistencia_tecnica,nivel_educacion,sexo,departamento,region_natural,tipo_riego_predominante,principal_destino_produccion,principal_canal_venta,tipo_riego_predominante_str
false,12,5.8,79.2,51,71,false,false,true,false,false,false,false,Primaria completa,Hombre,JUNIN,Sierra,Aspersion,Venta,Comerciante mayorista,Aspersion
true,2,2.54,92.25,35,57,false,false,true,false,false,false,false,Primaria completa,Hombre,JUNIN,Sierra,Secano,Venta,Comerciante mayorista,Secano
true,3,13.25,75.62,8,70,false,false,false,false,false,false,true,Secundaria incompleta,Mujer,JUNIN,Sierra,Secano,Venta,Comerciante minorista,Secano
true,3,16.5,97.52,22,48,false,false,true,false,false,false,false,Superior universitaria incompleta,Hombre,JUNIN,Selva,Secano,Venta,Acopiador,Secano
false,2,8.5,100,30,60,false,true,true,false,false,false,false,Secundaria incompleta,Hombre,JUNIN,Selva,Secano,Venta,Acopiador,Secano
true,2,5.14,98.16,34,48,false,false,true,false,false,false,false,Secundaria completa,Hombre,LA LIBERTAD,Costa,Secano,Venta,Acopiador,Secano
true,3,32,96.3,23,70,false,false,true,false,false,false,true,Superior universitaria completa,Hombre,LA LIBERTAD,Costa,Otro,Venta,Acopiador,Otro
true,5,15.62,0,40,60,false,false,true,false,false,false,true,Primaria incompleta,Hombre,LA LIBERTAD,Sierra,Aspersion,Otro,Sin ventas,Aspersion
true,1,4,100,4,51,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,LAMBAYEQUE,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,3,5.07,84.62,23,53,false,false,true,false,false,false,true,Secundaria completa,Hombre,LAMBAYEQUE,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,3,16.2,95.43,20,46,false,false,true,false,false,false,true,Superior universitaria completa,Hombre,LAMBAYEQUE,Costa,Gravedad,Venta,Empresa/Agroindustria,Gravedad
true,1,6.5,99.78,10,41,false,false,true,false,false,false,false,Superior universitaria completa,Hombre,LAMBAYEQUE,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
false,2,1.54,90.89,40,70,false,true,true,false,false,false,false,Secundaria completa,Hombre,LIMA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,3,39,100,20,68,false,false,true,false,false,false,false,Secundaria completa,Hombre,LIMA,Costa,Aspersion,Venta,Empresa/Agroindustria,Aspersion
false,1,0.68,0,20,33,false,false,true,false,false,false,false,Secundaria completa,Hombre,LORETO,Selva,Secano,Otro,Sin ventas,Secano
true,2,15.15,32.26,42,60,false,false,true,false,false,false,false,Primaria incompleta,Hombre,LORETO,Selva,Gravedad,Autoconsumo,Comerciante mayorista,Gravedad
true,2,1164.56,94.89,24,45,false,false,false,false,false,false,false,Superior no universitaria completa,Hombre,MADRE DE DIOS,Selva,Secano,Venta,Acopiador,Secano
false,2,6,90.01,27,57,false,false,false,false,false,false,false,Primaria completa,Hombre,PIURA,Costa,Gravedad,Venta,Comerciante minorista,Gravedad
true,1,9,100,20,42,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,PIURA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,2,5.5,82.61,15,35,false,false,true,false,false,false,false,Primaria incompleta,Hombre,PIURA,Costa,Secano,Venta,Acopiador,Secano
true,2,2.9,98.23,25,60,false,false,true,true,false,false,false,Secundaria incompleta,Hombre,PIURA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,3,2.09,98.57,11,54,false,false,true,false,false,true,false,Sin nivel,Mujer,PIURA,Costa,No especificado,Venta,Acopiador,No especificado
true,2,2,91.58,2,45,false,false,true,false,false,false,false,Secundaria completa,Mujer,PIURA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,5,15.3,88.89,40,62,false,false,true,false,false,false,false,Primaria incompleta,Hombre,PIURA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,13,45.83,0,34,59,false,true,false,false,false,false,false,Superior no universitaria completa,Hombre,PUNO,Sierra,Secano,Autoconsumo,Sin ventas,Secano
true,4,6.35,0,15,36,false,true,true,false,false,false,false,Secundaria completa,Mujer,PUNO,Sierra,Secano,Otro,Sin ventas,Secano
true,3,26.5,0,25,43,false,true,true,false,false,false,false,Secundaria completa,Hombre,PUNO,Sierra,Secano,Otro,Sin ventas,Secano
true,2,4.6,0,27,47,false,false,false,false,false,false,false,Primaria incompleta,Hombre,SAN MARTIN,Selva,Secano,Otro,Sin ventas,Secano
true,1,29,100,25,47,false,false,true,false,false,false,false,Secundaria completa,Hombre,SAN MARTIN,Selva,No especificado,Venta,Comerciante mayorista,No especificado
true,1,9,90.68,50,70,false,false,true,false,false,false,false,Superior universitaria completa,Hombre,SAN MARTIN,Selva,Secano,Venta,Acopiador,Secano
true,3,9.7,100,34,52,false,false,true,false,false,true,false,Primaria completa,Mujer,SAN MARTIN,Selva,Secano,Venta,Acopiador,Secano
true,2,6.5,12.2,16,36,false,false,true,false,false,false,false,Primaria completa,Hombre,SAN MARTIN,Selva,Secano,Autoconsumo,Comerciante mayorista,Secano
true,2,18.9,95.11,10,51,false,true,true,false,false,false,false,Secundaria incompleta,Hombre,SAN MARTIN,Selva,Secano,Venta,Acopiador,Secano
true,3,2.33,98.57,21,40,false,false,true,false,false,false,false,Secundaria completa,Hombre,TACNA,Sierra,Gravedad,Venta,Comerciante minorista,Gravedad
true,2,6,97.38,20,41,false,false,true,false,false,false,false,Secundaria completa,Mujer,TACNA,Costa,Goteo,Venta,Comerciante minorista,Goteo
true,2,15.5,100,45,63,false,false,true,false,false,false,false,Secundaria completa,Hombre,TUMBES,Costa,Gravedad,Venta,Acopiador,Gravedad
true,10,52.7,100,25,63,false,false,true,false,false,false,false,Secundaria completa,Hombre,TUMBES,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,1.2,0,0,65,false,false,true,false,false,false,false,Superior universitaria completa,Hombre,TUMBES,Costa,No especificado,Otro,Sin ventas,No especificado
true,2,1.4,99.94,25,53,false,false,true,false,false,false,false,Secundaria completa,Hombre,TUMBES,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,63.5,93.33,35,61,false,false,true,false,false,false,false,Primaria completa,Hombre,UCAYALI,Selva,Secano,Venta,Acopiador,Secano
true,3,11.1,39.29,30,55,false,false,false,false,false,false,false,Secundaria completa,Hombre,AMAZONAS,Selva,Secano,Autoconsumo,Comerciante minorista,Secano
true,2,15,0,18,36,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,AMAZONAS,Sierra,Secano,Autoconsumo,Sin ventas,Secano
true,7,13.6,99.98,20,45,false,false,true,true,false,false,false,Secundaria incompleta,Hombre,ANCASH,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
false,1,0.67,100,20,52,false,false,true,false,false,false,false,Secundaria completa,Hombre,ANCASH,Costa,Gravedad,Venta,Acopiador,Gravedad
true,6,2.05,90.14,20,37,false,false,true,false,false,false,false,Primaria completa,Hombre,APURIMAC,Sierra,Secano,Venta,Comerciante minorista,Secano
true,5,0.72,0,18,52,false,false,false,false,false,false,false,Superior no universitaria incompleta,Hombre,APURIMAC,Sierra,Aspersion,Autoconsumo,Sin ventas,Aspersion
true,2,1.32,100,13,51,false,false,true,false,false,false,false,Primaria completa,Hombre,AREQUIPA,Sierra,Gravedad,Venta,Consumidor final,Gravedad
true,3,2.94,100,5,54,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,AREQUIPA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,2,1.98,99.89,50,68,false,false,true,false,false,false,false,Primaria incompleta,Hombre,AREQUIPA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,4.95,100,35,67,false,false,true,false,false,false,false,Secundaria completa,Hombre,AREQUIPA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,5.5,0,10,33,false,false,false,false,false,false,false,Superior no universitaria incompleta,Mujer,AREQUIPA,Costa,Goteo,Otro,Sin ventas,Goteo
true,1,3.3,88.89,50,74,false,false,true,false,false,false,false,Superior universitaria completa,Hombre,AREQUIPA,Sierra,Gravedad,Venta,Acopiador,Gravedad
true,2,1,100,10,66,false,false,true,false,false,false,false,Superior no universitaria completa,Hombre,AREQUIPA,Costa,Otro,Venta,Acopiador,Otro
true,3,4.47,99.9,25,58,false,false,true,false,false,false,false,Secundaria completa,Hombre,AREQUIPA,Costa,Gravedad,Venta,Comerciante minorista,Gravedad
true,1,3.5,100,40,75,false,false,true,false,false,false,false,Primaria incompleta,Hombre,AREQUIPA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,2,8.58,100,30,58,false,false,true,false,false,false,true,Superior universitaria completa,Hombre,AREQUIPA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,6,15.79,0,30,56,false,false,false,false,false,false,true,Secundaria incompleta,Hombre,AYACUCHO,Sierra,Secano,Otro,Sin ventas,Secano
true,3,2.95,84.38,17,37,false,false,false,false,false,false,false,Primaria completa,Hombre,AYACUCHO,Sierra,Secano,Venta,Comerciante minorista,Secano
true,5,1.38,58.41,22,42,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,AYACUCHO,Sierra,No especificado,Venta,Comerciante minorista,No especificado
true,3,4,97.24,2,56,false,false,true,false,false,true,false,Primaria completa,Mujer,AYACUCHO,Sierra,No especificado,Venta,Comerciante mayorista,No especificado
true,5,3.5,86.04,20,41,false,false,true,false,false,true,false,Primaria incompleta,Hombre,AYACUCHO,Sierra,Aspersion,Venta,Comerciante mayorista,Aspersion
true,4,4.45,71.43,25,42,false,false,true,false,false,false,false,Primaria completa,Hombre,AYACUCHO,Sierra,Secano,Venta,Comerciante minorista,Secano
true,13,6.68,0,44,66,false,false,true,false,false,false,false,Primaria incompleta,Hombre,AYACUCHO,Sierra,Aspersion,Autoconsumo,Sin ventas,Aspersion
true,2,9,89.59,50,70,false,true,true,false,false,false,false,Primaria incompleta,Hombre,CAJAMARCA,Selva,Gravedad,Venta,Comerciante mayorista,Gravedad
true,4,28,76.92,21,46,false,false,true,false,false,false,false,Secundaria completa,Hombre,CAJAMARCA,Sierra,Secano,Venta,Comerciante minorista,Secano
true,4,4.78,99.42,37,69,false,false,true,false,false,false,false,Superior universitaria completa,Hombre,CAJAMARCA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,5,46,2.25,12,32,false,false,false,false,false,false,false,Primaria completa,Hombre,CAJAMARCA,Sierra,Secano,Autoconsumo,Consumidor final,Secano
true,6,1.66,0,35,51,false,false,true,false,false,false,false,Primaria completa,Hombre,CUSCO,Sierra,Otro,Autoconsumo,Sin ventas,Otro
true,5,3.25,84.66,40,56,false,true,true,false,false,false,false,Secundaria completa,Hombre,CUSCO,Sierra,No especificado,Venta,Acopiador,No especificado
true,6,1.75,54.55,5,28,false,false,true,false,false,false,false,Secundaria completa,Hombre,HUANCAVELICA,Sierra,Secano,Venta,Comerciante mayorista,Secano
true,9,7.95,80.17,40,61,false,false,true,false,false,true,false,Secundaria completa,Hombre,HUANCAVELICA,Sierra,Secano,Venta,Comerciante minorista,Secano
true,2,271,94.12,38,58,false,false,false,false,false,false,false,Secundaria incompleta,Hombre,HUANUCO,Selva,Secano,Venta,Comerciante mayorista,Secano
true,3,1.25,100,20,43,false,false,true,false,false,false,false,Primaria incompleta,Hombre,HUANUCO,Sierra,Secano,Venta,Comerciante mayorista,Secano
true,11,41.5,59.48,23,55,false,false,true,false,false,false,false,Primaria incompleta,Hombre,HUANUCO,Sierra,Secano,Venta,Comerciante mayorista,Secano
true,7,4.31,98.78,9,37,false,true,true,false,false,false,false,Superior no universitaria completa,Hombre,HUANUCO,Sierra,Aspersion,Venta,Acopiador,Aspersion
true,1,11.9,99.02,30,56,false,false,true,false,false,false,false,Primaria incompleta,Hombre,ICA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,1.32,99.6,5,46,false,false,true,false,false,false,false,Secundaria completa,Hombre,ICA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,3,7,100,38,68,false,false,true,true,false,false,false,Primaria completa,Hombre,ICA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,2,6.3,90.64,4,32,false,false,true,false,false,false,false,Secundaria completa,Hombre,ICA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,4,15.13,98.26,36,64,false,false,true,false,false,false,false,Primaria completa,Hombre,ICA,Costa,Gravedad,Venta,Comerciante minorista,Gravedad
true,3,3.65,100,13,39,false,false,true,false,false,false,false,Secundaria completa,Hombre,JUNIN,Selva,Secano,Venta,Comerciante mayorista,Secano
true,1,390,99.5,3,27,false,false,true,false,false,false,false,Superior universitaria completa,Hombre,JUNIN,Sierra,Aspersion,Venta,Comerciante minorista,Aspersion
true,3,19.8,98.46,5,45,false,false,true,false,false,false,false,Superior universitaria completa,Mujer,JUNIN,Sierra,Secano,Venta,Acopiador,Secano
true,8,0.81,98.82,23,51,false,false,true,false,false,false,false,Secundaria completa,Hombre,JUNIN,Sierra,Gravedad,Venta,Comerciante mayorista,Gravedad
true,2,1.25,100,15,64,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,JUNIN,Sierra,Gravedad,Venta,Consumidor final,Gravedad
true,2,1.04,99.83,35,68,false,false,true,false,false,false,false,Primaria completa,Hombre,JUNIN,Sierra,No especificado,Venta,Comerciante mayorista,No especificado
true,5,3.71,0,30,49,false,false,true,false,false,false,false,Primaria completa,Mujer,JUNIN,Sierra,Gravedad,Otro,Sin ventas,Gravedad
true,3,0.28,0,40,60,false,false,true,false,false,false,false,Secundaria completa,Hombre,JUNIN,Sierra,Secano,Otro,Sin ventas,Secano
true,1,5,98.04,10,28,false,false,true,false,false,false,false,Superior no universitaria completa,Hombre,LA LIBERTAD,Costa,Secano,Venta,Acopiador,Secano
true,1,1,0,10,56,false,false,true,false,false,false,false,Primaria incompleta,Mujer,LAMBAYEQUE,Costa,No especificado,Otro,Sin ventas,No especificado
false,1,1,100,6,50,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,LIMA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
false,1,0.47,62.5,18,45,false,false,false,false,false,false,false,Secundaria completa,Hombre,LIMA,Costa,Gravedad,Venta,Consumidor final,Gravedad
true,1,4.12,100,35,51,false,false,true,false,false,false,true,Superior universitaria completa,Mujer,LIMA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,1,1.6,99.64,37,65,false,false,true,false,false,false,false,Primaria completa,Hombre,LIMA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,1,1.01,100,40,61,false,false,true,false,false,false,false,Primaria completa,Hombre,LIMA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,2,14,98.1,25,54,false,false,true,false,false,false,true,Primaria completa,Hombre,LORETO,Selva,Secano,Venta,Comerciante minorista,Secano
true,1,95,98.71,30,61,false,true,false,false,false,false,true,Secundaria incompleta,Hombre,MADRE DE DIOS,Selva,Secano,Venta,Consumidor final,Secano
true,3,5,96.54,16,44,false,false,true,false,false,false,false,Superior no universitaria completa,Mujer,PIURA,Costa,No especificado,Venta,Comerciante mayorista,No especificado
true,4,8.75,0,40,63,false,false,true,false,false,false,false,Primaria incompleta,Hombre,PIURA,Costa,Secano,Otro,Sin ventas,Secano
true,2,1,21.74,15,39,false,false,false,false,false,false,false,Primaria completa,Mujer,PIURA,Costa,Secano,Autoconsumo,Acopiador,Secano
false,3,2.94,100,3,22,false,false,true,false,false,false,false,Secundaria completa,Hombre,PIURA,Costa,No especificado,Venta,Comerciante minorista,No especificado
true,1,5.5,45.32,30,51,false,false,false,false,false,false,false,Secundaria completa,Mujer,PIURA,Costa,Gravedad,Autoconsumo,Comerciante minorista,Gravedad
true,3,2,16.13,14,49,false,false,true,false,false,false,false,Primaria incompleta,Hombre,PIURA,Costa,Gravedad,Autoconsumo,Acopiador,Gravedad
true,2,4,95.49,10,52,false,false,true,false,false,false,false,Secundaria completa,Hombre,PIURA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,1.1,94.12,33,68,false,false,true,false,false,false,false,Primaria incompleta,Hombre,PIURA,Costa,No especificado,Venta,Acopiador,No especificado
true,2,36,0,10,33,false,true,true,false,false,false,false,Superior no universitaria completa,Hombre,PUNO,Sierra,Aspersion,Autoconsumo,Sin ventas,Aspersion
true,3,8.5,91.37,26,44,false,true,true,false,false,false,false,Primaria completa,Hombre,SAN MARTIN,Selva,Secano,Venta,Acopiador,Secano
true,2,75,99.9,44,60,false,false,true,false,false,false,false,Superior universitaria completa,Hombre,SAN MARTIN,Selva,Secano,Venta,Consumidor final,Secano
true,1,4,100,7,25,false,false,true,false,false,false,false,Secundaria completa,Hombre,SAN MARTIN,Selva,Secano,Venta,Acopiador,Secano
true,1,14,98.25,2,36,false,false,true,false,false,false,false,Secundaria completa,Hombre,SAN MARTIN,Selva,Secano,Venta,Acopiador,Secano
true,2,110,80.46,20,40,false,false,true,false,false,false,false,Primaria completa,Hombre,SAN MARTIN,Selva,Secano,Venta,Comerciante minorista,Secano
true,6,18,100,30,50,false,false,true,false,false,false,false,Primaria incompleta,Hombre,SAN MARTIN,Selva,Secano,Venta,Acopiador,Secano
true,24,5.98,99.89,24,43,false,false,false,false,false,false,false,Secundaria incompleta,Mujer,TACNA,Sierra,Gravedad,Venta,Consumidor final,Gravedad
false,1,2,94.57,15,75,false,true,true,false,false,false,false,Primaria incompleta,Hombre,TACNA,Costa,Goteo,Venta,Acopiador,Goteo
true,3,2.3,99.93,20,42,false,true,true,false,false,false,false,Superior no universitaria incompleta,Hombre,TUMBES,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,10.7,100,10,54,false,false,true,false,false,false,false,Primaria completa,Hombre,TUMBES,Costa,No especificado,Venta,Acopiador,No especificado
true,2,4.2,100,15,49,false,false,true,false,false,false,false,Primaria completa,Hombre,TUMBES,Costa,No especificado,Venta,Acopiador,No especificado
true,4,26.9,100,18,54,false,false,true,false,false,false,false,Superior no universitaria completa,Hombre,UCAYALI,Selva,Secano,Venta,Comerciante mayorista,Secano
true,1,6,100,9,50,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,UCAYALI,Selva,Secano,Venta,Empresa/Agroindustria,Secano
true,3,80,93.1,45,63,false,true,true,false,false,false,true,Secundaria completa,Hombre,UCAYALI,Selva,Secano,Venta,Comerciante mayorista,Secano
true,1,83.5,91.84,20,58,false,true,true,false,false,false,true,Secundaria completa,Hombre,UCAYALI,Selva,Secano,Venta,Acopiador,Secano
true,2,22,100,10,35,false,false,false,false,false,false,false,Secundaria incompleta,Hombre,AMAZONAS,Selva,Secano,Venta,Comerciante mayorista,Secano
true,3,6.4,99.91,35,53,false,true,false,false,false,false,false,Secundaria completa,Hombre,AMAZONAS,Selva,Secano,Venta,Comerciante mayorista,Secano
true,2,3,98.6,20,44,false,false,true,false,false,false,false,Secundaria completa,Hombre,AMAZONAS,Selva,Gravedad,Venta,Acopiador,Gravedad
true,2,70,0,40,66,false,false,true,false,false,false,false,Primaria completa,Hombre,AMAZONAS,Sierra,Secano,Otro,Sin ventas,Secano
true,1,260,0,40,63,false,false,false,false,false,false,false,Superior no universitaria completa,Hombre,AMAZONAS,Sierra,Secano,Otro,Sin ventas,Secano
true,3,4.5,100,10,31,false,false,true,false,false,false,false,Secundaria completa,Mujer,AMAZONAS,Sierra,Secano,Venta,Consumidor final,Secano
true,3,8.34,0,20,47,false,false,false,false,false,false,false,Superior no universitaria completa,Mujer,ANCASH,Sierra,Secano,Otro,Sin ventas,Secano
true,1,75.2,100,22,58,false,true,true,false,false,false,false,Superior universitaria incompleta,Hombre,ANCASH,Costa,Goteo,Venta,Comerciante mayorista,Goteo
true,1,5,99.34,22,43,false,true,true,false,false,false,false,Primaria completa,Mujer,ANCASH,Costa,Goteo,Venta,Acopiador,Goteo
true,6,7.8,100,18,37,false,false,true,false,false,false,false,Primaria completa,Hombre,ANCASH,Sierra,Gravedad,Venta,Comerciante mayorista,Gravedad
false,3,4.73,100,8,35,false,false,true,false,false,false,false,Secundaria completa,Hombre,ANCASH,Costa,Gravedad,Venta,Acopiador,Gravedad
true,7,4.51,45.81,30,47,false,false,true,false,false,false,false,Superior no universitaria completa,Hombre,APURIMAC,Sierra,Aspersion,Venta,Consumidor final,Aspersion
true,7,2.75,0,40,63,false,false,true,false,false,false,false,Primaria incompleta,Hombre,AREQUIPA,Sierra,Gravedad,Otro,Sin ventas,Gravedad
true,3,2,96.83,7,49,false,false,true,false,false,false,false,Primaria incompleta,Hombre,AREQUIPA,Sierra,No especificado,Venta,Comerciante mayorista,No especificado
false,4,180,0,35,73,false,false,false,false,false,false,false,Secundaria completa,Hombre,AREQUIPA,Sierra,Secano,Otro,Sin ventas,Secano
true,3,1.16,99.98,45,67,false,false,true,false,false,false,false,Sin nivel,Mujer,AREQUIPA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,2,3.8,99.71,25,51,false,false,true,false,false,false,false,Secundaria completa,Hombre,AREQUIPA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,7,0,4,33,false,false,false,false,false,false,false,Secundaria completa,Mujer,AREQUIPA,Costa,No especificado,Otro,Sin ventas,No especificado
true,1,5,100,21,56,false,false,true,false,false,false,false,Superior universitaria completa,Hombre,AREQUIPA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,1,3.1,100,16,63,false,false,true,false,false,false,false,Secundaria completa,Hombre,AREQUIPA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,1.82,100,30,52,false,false,true,false,false,false,true,Secundaria incompleta,Hombre,AREQUIPA,Costa,No especificado,Venta,Acopiador,No especificado
true,7,3.75,89.85,40,63,false,false,true,false,false,false,false,Sin nivel,Hombre,AYACUCHO,Sierra,Aspersion,Venta,Acopiador,Aspersion
true,6,4.75,97.28,10,29,false,false,true,false,false,false,false,Secundaria incompleta,Mujer,AYACUCHO,Sierra,Aspersion,Venta,Comerciante mayorista,Aspersion
true,6,2.2,74.2,20,37,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,AYACUCHO,Sierra,Aspersion,Venta,Acopiador,Aspersion
false,1,1,100,3,29,false,false,true,false,false,true,false,Secundaria incompleta,Hombre,AYACUCHO,Sierra,No especificado,Venta,Acopiador,No especificado
true,2,6,100,30,57,false,false,true,false,false,false,false,Primaria completa,Hombre,AYACUCHO,Costa,Gravedad,Venta,Acopiador,Gravedad
